image_id,street,citi,n_citi,bed,bath,sqft,price,house_cat
4576,18 Woodpine Drive,Irvine,157,3,2,1851,899731,luxury
4577,1148 Portola Oaks Drive,Lake Forest,186,4,3,2061,857490,luxury
4578,6570 E Fordham,Anaheim Hills,11,6,3,3249,885000,luxury
4579,3132 Mulberry Avenue,Fullerton,123,3,2,1511,799000,intermediate
4580,4162 Delphi Circle,Huntington Beach,148,3,2,1913,811888,intermediate
4581,6803 E Horizon Drive,Orange,259,4,3,2190,850000,luxury
4582,1501 Sunset Lane,Fullerton,123,4,2,2080,849000,luxury
4583,5330 Via Vicente,Yorba Linda,412,3,2,1862,865000,luxury
4584,10676 Morning Glory Avenue,Fountain Valley,121,4,3,1700,898000,luxury
4585,22452 Rippling Brook,Lake Forest,186,4,2,2449,899990,luxury
4586,9431 Carnation Drive,Westminster,402,3,2,1587,850000,luxury
4587,1872 Brookshire Avenue,Tustin,379,4,3,2362,850000,luxury
4588,31942 Camino Del Cielo,Rancho Santa Margarita,303,4,3,2787,899900,luxury
4589,6 Bel Flora,Rancho Santa Margarita,303,5,2,2673,874900,luxury
4590,2723 Larkspur Avenue,Brea,49,4,2,2403,799000,intermediate
4591,24321 Los Serranos Drive,Laguna Niguel,180,3,2,2477,899000,luxury
4592,7961 Comstock Circle,La Palma,173,4,2,2128,825000,intermediate
4593,56 Oakcliff Drive,Laguna Niguel,180,3,2,1881,870000,luxury
4594,20671 Porter Ranch Road,Rancho Santa Margarita,303,4,3,2267,864900,luxury
4595,37 Ocaso Street,Ladera Ranch,177,4,3,2185,859000,luxury
4596,14601 Alder Lane,Tustin,379,4,3,2400,849300,luxury
4597,6583 E Calle Del Norte,Anaheim Hills,11,3,2,1700,795000,intermediate
4598,978 Trabuco Circle,Costa Mesa,89,3,2,1484,825000,intermediate
4599,4811 Granada Drive,Yorba Linda,412,5,2,2614,850000,luxury
4600,24592 Creekview Drive,Laguna Hills,179,4,2,2401,839000,luxury
4601,26751 Avenida Domingo,Mission Viejo,218,6,3,2324,889000,luxury
4602,8281 Tyler Circle,Huntington Beach,148,4,1,1639,875000,luxury
4603,1246 S Silver Star Way,Anaheim Hills,11,3,2,1900,799000,intermediate
4604,327 E Chestnut Ave,Orange,259,4,2,2164,895000,luxury
4605,14322 Morning Glory,Westminster,402,3,2,1738,799000,intermediate
4606,1349 Garlingford Street,Costa Mesa,89,4,2,1606,829000,intermediate
4607,21505 Bastia,Mission Viejo,218,2,2,2129,799000,intermediate
4608,14692 Charloma Drive,Tustin,379,5,3,2629,839900,luxury
4609,29251 Via San Sebastian,Laguna Niguel,180,4,2,1644,799000,intermediate
4610,8091 Valencia Drive,Huntington Beach,148,3,2,1417,799000,intermediate
4611,212 Calle Belleza,Lake Forest,186,3,2,2198,849900,luxury
4612,21511 Via Invierno,Lake Forest,186,5,2,2474,849900,luxury
4613,16643 Cedar Circle,Fountain Valley,121,4,3,2122,899900,luxury
4614,7634 Granada Drive,Buena Park,51,5,2,2238,868880,luxury
4615,22331 Destello,Mission Viejo,218,4,3,2150,865000,luxury
4616,9809 Holder Street,Cypress,96,4,2,2281,799000,intermediate
4617,29 Cliffwood,Aliso Viejo,7,4,3,2101,885000,luxury
4618,28 Palmento Way,Irvine,157,3,2,1750,825000,intermediate
4619,1851 Kentucky Place,Costa Mesa,89,3,2,1600,899900,luxury
4620,185 Rochester Street,Costa Mesa,89,2,1,880,899999,luxury
4621,919 W Chestnut Avenue,Santa Ana,331,3,1,1956,800000,intermediate
4622,5201 Los Encantos Circle,La Palma,173,4,2,2114,839000,luxury
4623,51 Golden Star,Irvine,157,3,2,1688,898000,luxury
4624,136 Barbara Boulevard,Fullerton,123,4,3,1952,855000,luxury
4625,3161 W Glen Holly Drive,Anaheim,12,4,4,3206,859000,luxury
4626,2 Bisquine Street,Laguna Niguel,180,3,3,1508,895000,luxury
4627,24 Clover,Lake Forest,186,4,3,1712,839996,luxury
4628,20115 Nob Hill Drive,Yorba Linda,412,3,3,2014,850000,luxury
4629,73 Vasto Street,Ladera Ranch,177,4,4,2526,809999,intermediate
4630,326 E costera Court,Placentia,288,5,4,2318,819000,intermediate
4631,1764 E Sandalwood Avenue,Anaheim,12,3,2,2454,795000,intermediate
4632,4662 Operetta Drive,Huntington Beach,148,4,2,2130,855000,luxury
4633,11428 Madeira Street,Cypress,96,3,2,2190,899000,luxury
4634,53 Shorecliff,Aliso Viejo,7,4,2,1700,799000,intermediate
4635,11363 Snowdrop Avenue,Fountain Valley,121,5,3,2267,869000,luxury
4636,25511 Purple Sage Lane,San Juan Capistrano,325,4,2,1572,849900,luxury
4637,33872 Silver Lantern Street,Dana Point,97,5,3,3000,800000,intermediate
4638,65 Cerrero Court,Ladera Ranch,177,2,2,2005,875000,luxury
4639,14351 Chateau Lane,Huntington Beach,148,4,2,1745,869000,luxury
4640,5052 Lynn Circle,La Palma,173,4,2,2088,849000,luxury
4641,29761 Running Deer Lane,Laguna Niguel,180,4,3,2405,900000,luxury
4642,163 Firefly,Irvine,157,4,3,2190,898000,luxury
4643,26615 Heather Brk,Lake Forest,186,4,2,2449,799999,intermediate
4644,26481 Montebello Place,Mission Viejo,218,4,2,2230,849900,luxury
4645,44 Fuchsia,Lake Forest,186,3,2,1693,838000,luxury
4646,24491 Los Serranos Drive,Laguna Niguel,180,3,2,1395,899500,luxury
4647,24375 Zandra Drive,Mission Viejo,218,5,3,2584,885000,luxury
4648,33 Torosa,Lake Forest,186,4,3,2121,899999,luxury
4649,25 Weber Lane,Coto de Caza,90,4,3,3872,849900,luxury
4650,23031 Stearns Circle,Lake Forest,186,5,3,2490,799900,intermediate
4651,1616 Hillcrest Circle,Huntington Beach,148,3,2,1520,869000,luxury
4652,16132 Gallatin Street,Fountain Valley,121,4,2,1800,880000,luxury
4653,913 San Juan Lane,Placentia,288,4,3,2453,839000,luxury
4654,4081 N Gayle Street,Orange,259,3,2,1828,799999,intermediate
4655,2164 Hetebrink Street,Fullerton,123,3,2,2588,832500,intermediate
4656,53 Ridgecrest,Aliso Viejo,7,4,2,1806,829000,intermediate
4657,17462 Mashie Circle,Huntington Beach,148,4,2,2111,874900,luxury
4658,5580 Running Spring,Yorba Linda,412,4,3,2518,895000,luxury
4659,6249 E Breton Circle,Orange,259,4,2,2584,895000,luxury
4660,23 Revell Circle,Buena Park,51,4,3,2542,868000,luxury
4661,5555 PICASSO Drive,Yorba Linda,412,5,3,2644,889900,luxury
4662,16 lemon tree,Irvine,157,3,2,1532,825000,intermediate
4663,14792 Doncaster Road,Irvine,157,3,2,1539,799999,intermediate
4664,60 Laurel Creek Lane,Laguna Hills,179,2,2,1549,825000,intermediate
4665,113 Lavender,Lake Forest,186,3,2,1600,818000,intermediate
4666,26501 Montebello Place,Mission Viejo,218,6,2,2882,874900,luxury
4667,1294 N Jamestown Way,Orange,259,4,2,2527,809000,intermediate
4668,15532 Alden Lane,Huntington Beach,148,3,2,1217,849000,luxury
4669,26 Via Pacifica,San Clemente,319,4,3,2370,839731,luxury
4670,89 Eclipse,Lake Forest,186,3,2,1692,822211,intermediate
4671,114 Calle Campo,San Clemente,319,3,2,1764,835000,luxury
4672,10 Pacific Grove Drive,Aliso Viejo,7,4,3,1731,810000,intermediate
4673,848 San Juan Lane,Placentia,288,4,2,2453,849000,luxury
4674,26612 LOPE DE VEGA Drive,Mission Viejo,218,4,2,1900,837900,luxury
4675,28 Calle Akelia,San Clemente,319,3,2,2088,829000,intermediate
4676,5151 La Luna Drive,La Palma,173,4,2,2118,829000,intermediate
4677,948 Aurora Lane,Costa Mesa,89,4,3,2401,889990,luxury
4678,31251 Palma Drive,Laguna Niguel,180,3,2,1901,859500,luxury
4679,131 S Francisco Street,Anaheim Hills,11,4,3,2336,815000,intermediate
4680,3026 Babb Street,Costa Mesa,89,4,2,1834,795000,intermediate
4681,15482 Cottonwood Circle,Huntington Beach,148,4,2,2181,899900,luxury
4682,2400 Oakridge Court,Fullerton,123,4,2,2699,865000,luxury
4683,25082 Paseo Arboleda,Lake Forest,186,4,3,2545,820000,intermediate
4684,405 Aura Drive,Costa Mesa,89,3,2,2143,895000,luxury
4685,17501 Misty Lane,Huntington Beach,148,4,2,1550,869000,luxury
4686,27742 Paseo Esteban,San Juan Capistrano,325,4,2,2978,900000,luxury
4687,24892 Woodside Lane,Lake Forest,186,4,3,2116,895900,luxury
4688,9471 Hollyhock Circle,Fountain Valley,121,3,3,1958,865000,luxury
4689,20712 Via Sonrisa,Yorba Linda,412,4,2,1961,869900,luxury
4690,2578 Threewoods Lane,Fullerton,123,4,2,2178,899900,luxury
4691,5 Calle Tejado,San Clemente,319,4,3,2294,799900,intermediate
4692,613 Avenida De La Estrella,San Clemente,319,2,1,1500,799000,intermediate
4693,7280 E DRAKE Drive,Anaheim Hills,11,4,2,1930,799000,intermediate
4694,3768 Vista Mendoza,Yorba Linda,412,3,2,2334,842900,luxury
4695,3041 E Ruth Place,Orange,259,4,2,1909,809000,intermediate
4696,2424 N Park Boulevard,Santa Ana,331,3,3,1782,849900,luxury
4697,9122 Lampson Avenue,Garden Grove,124,5,3,1674,865000,luxury
4698,33142 Desoto Way,Dana Point,97,3,2,1471,875000,luxury
4699,12452 Baja Panorama,North Tustin,246,5,2,3600,895000,luxury
4700,5811 E Crater Lake Avenue,Orange,259,4,2,2331,899999,luxury
4701,1001 Harmony Lane,Fullerton,123,3,2,1575,850000,luxury
4702,411 Hacienda Drive,La Habra,169,3,2,2019,798000,intermediate
4703,4 Fresa Ct,Ladera Ranch,177,3,2,2462,899990,luxury
4704,15 Camino Azulejo,San Clemente,319,3,2,1972,796000,intermediate
4705,3126 Calle Grande Vista,San Clemente,319,4,3,3029,849900,luxury
4706,26742 Cadiz Circle,Mission Viejo,218,3,2,2000,819900,intermediate
4707,57 Sunset Circle,Westminster,402,4,3,2289,845000,luxury
4708,2853 Augusta Way,Santa Ana,331,4,3,3171,874888,luxury
4709,47 Antigua,Dana Point,97,3,2,2078,875000,luxury
4710,20625 Adam Circle,Yorba Linda,412,3,2,1986,849000,luxury
4711,21391 Calle De Oro,Lake Forest,186,3,2,2832,829000,intermediate
4712,1211 Pavoreal,San Clemente,319,4,3,2008,860000,luxury
4713,3520 Iris Circle,Seal Beach,343,4,2,2016,885000,luxury
4714,30952 Ariana Lane,Laguna Niguel,180,2,2,1329,838000,luxury
4715,118 The Masters Circle,Costa Mesa,89,3,3,2171,897000,luxury
4716,30 Freeman Lane,Buena Park,51,4,3,2758,879000,luxury
4717,2042 Hetebrink Street,Fullerton,123,3,2,2155,819900,intermediate
4718,130 Baculo Street,Ladera Ranch,177,3,2,1927,859000,luxury
4719,22482 Rippling Brook,Lake Forest,186,4,2,2449,848000,luxury
4720,7834 E Lakeview,Orange,259,4,3,2652,824000,intermediate
4721,3210 Oregon Avenue,Costa Mesa,89,3,2,1637,879000,luxury
4722,44 Marsala,Irvine,157,3,2,1244,799000,intermediate
4723,29822 Imperial Drive,San Juan Capistrano,325,4,2,2072,850000,luxury
4724,22 Chimney Lane,Ladera Ranch,177,3,2,2300,889000,luxury
4725,26311 Via Lara,Mission Viejo,218,3,2,1485,840000,luxury
4726,530 Vanderbilt Drive,Placentia,288,5,3,2950,869990,luxury
4727,5304 Vista Hermosa,Cypress,96,4,2,2757,880000,luxury
4728,5764 Centerstone Court,Westminster,402,4,3,2060,799000,intermediate
4729,30 Cala Moreya Street,Laguna Niguel,180,3,2,1510,874900,luxury
4730,24555 Via Carlos,Laguna Niguel,180,3,2,1658,799000,intermediate
4731,9114 Swallow Avenue,Fountain Valley,121,4,2,1378,800000,intermediate
4732,1613 Roanoke Street,Placentia,288,5,3,2519,810000,intermediate
4733,9472 Iolani Circle,Huntington Beach,148,4,2,1860,999999,luxury
4734,2371 Cornell Drive,Costa Mesa,89,5,3,2461,895000,luxury
4735,201 San Clemente Lane,Placentia,288,5,3,3038,899000,luxury
4736,8651 DOREMERE Drive,Huntington Beach,148,5,3,1898,899800,luxury
4737,102 Millbrook,Irvine,157,3,2,1656,900000,luxury
4738,9302 Crosby Avenue,Garden Grove,124,6,4,2698,995000,luxury
4739,3862 Magnolia Street,Irvine,157,4,2,1897,899000,luxury
4740,18 Sedoso Court,Ladera Ranch,177,4,4,2771,999000,luxury
4741,2234 N Lyon,Santa Ana,331,4,2,2526,924997,luxury
4742,6901 E Williams Circle,Anaheim Hills,11,4,3,2358,910000,luxury
4743,3000 S Torrey Pines Court,La Habra,169,4,3,2741,999000,luxury
4744,26976 Safiro,Mission Viejo,218,4,2,2660,949000,luxury
4745,40 DIAMOND GATE,Aliso Viejo,7,3,3,2918,999999,luxury
4746,7011 E Villanueva Drive,Orange,259,4,3,3192,899000,luxury
4747,19392 Weymouth Lane,Huntington Beach,148,4,2,2494,949000,luxury
4748,943 Aurora Lane,Costa Mesa,89,4,3,2169,900490,luxury
4749,7 Cottage Hill Lane,Ladera Ranch,177,4,3,2500,950000,luxury
4750,21 Greenspring,Rancho Santa Margarita,303,4,3,3019,949000,luxury
4751,24581 Saturna Drive,Mission Viejo,218,6,3,3170,975000,luxury
4752,48 Secret Garden,Irvine,157,3,2,1800,998800,luxury
4753,25242 Earhart Road,Laguna Hills,179,4,3,2180,908000,luxury
4754,9146 El Azul Circle,Fountain Valley,121,5,3,2236,989509,luxury
4755,1345 Wardman Drive,Brea,49,4,3,3000,989888,luxury
4756,1030 Lake Street,Huntington Beach,148,3,2,1688,984900,luxury
4757,5375 Charlotta Drive,Huntington Beach,148,3,2,1973,949900,luxury
4758,12683 Barrett Lane,Santa Ana,331,4,2,2741,949000,luxury
4759,6217 E Joan D Arc Circle,Orange,259,4,2,2584,980000,luxury
4760,17 Pleasanton Lane,Ladera Ranch,177,3,2,2554,949950,luxury
4761,6051 Point Loma Drive,Huntington Beach,148,5,2,2276,925000,luxury
4762,18 Woodpine Drive,Irvine,157,3,2,1851,899731,luxury
4763,5851 Iris Circle,La Palma,173,4,3,2454,935000,luxury
4764,530 Vista Del Llano Drive,La Habra Heights,168,4,4,3020,998000,luxury
4765,10676 Morning Glory Avenue,Fountain Valley,121,4,3,1700,898000,luxury
4766,22452 Rippling Brook,Lake Forest,186,4,2,2449,899990,luxury
4767,9601 Orient Drive,Huntington Beach,148,3,2,1243,939000,luxury
4768,31942 Camino Del Cielo,Rancho Santa Margarita,303,4,3,2787,899900,luxury
4769,21036 Kensington Lane,Lake Forest,186,4,2,2474,920000,luxury
4770,27422 Abanico,Mission Viejo,218,5,2,1650,988888,luxury
4771,24321 Los Serranos Drive,Laguna Niguel,180,3,2,2477,899000,luxury
4772,23 Bellflower Street,Ladera Ranch,177,4,2,2555,934900,luxury
4773,2160 Miner,Costa Mesa,89,4,3,2404,920000,luxury
4774,9891 Woodmere Circle,Westminster,402,4,2,2578,975000,luxury
4775,25861 Windsong,Lake Forest,186,5,2,2484,986800,luxury
4776,1032 Rashford Drive,Placentia,288,3,3,2795,949000,luxury
4777,16347 Shadbush Street,Fountain Valley,121,4,3,2006,945000,luxury
4778,327 E Chestnut Ave,Orange,259,4,2,2164,895000,luxury
4779,24 OLD MISSION RD,Aliso Viejo,7,4,3,2716,989000,luxury
4780,20681 Porter Ranch Road,Rancho Santa Margarita,303,5,3,2903,949900,luxury
4781,12 Del Livorno,Irvine,157,3,2,1762,949000,luxury
4782,2848 Drake Avenue,Costa Mesa,89,4,3,1796,910000,luxury
4783,5352 Hendricksen Drive,Huntington Beach,148,5,3,2620,949000,luxury
4784,2191 State Avenue,Costa Mesa,89,4,2,2178,995000,luxury
4785,16643 Cedar Circle,Fountain Valley,121,4,3,2122,899900,luxury
4786,27881 Rural Lane,Laguna Niguel,180,4,2,2271,937000,luxury
4787,1851 Kentucky Place,Costa Mesa,89,3,2,1600,899900,luxury
4788,37 Via Armilla,San Clemente,319,5,3,2857,940000,luxury
4789,185 Rochester Street,Costa Mesa,89,2,1,880,899999,luxury
4790,122 Arden,Irvine,157,3,2,1861,908000,luxury
4791,27451 Glenwood Drive,Mission Viejo,218,4,3,2900,996000,luxury
4792,1826 Cedar Street,Santa Ana,331,3,2,1170,1000000,luxury
4793,51 Golden Star,Irvine,157,3,2,1688,898000,luxury
4794,20185 Paseo Lorenzo,Yorba Linda,412,4,3,2554,949000,luxury
4795,2 Bisquine Street,Laguna Niguel,180,3,3,1508,895000,luxury
4796,2500 Calle Jade,San Clemente,319,3,2,1723,949900,luxury
4797,28 Baudin Circle,Ladera Ranch,177,4,2,2308,915000,luxury
4798,1779 N Winlock Street,Orange,259,4,2,1635,965000,luxury
4799,1475 W Wedgewood Drive,Anaheim,12,5,3,3001,939000,luxury
4800,58 La Salle Lane,Ladera Ranch,177,4,2,2534,949990,luxury
4801,9 Arriate Street,Ladera Ranch,177,4,3,2516,930900,luxury
4802,34 Waterspout,Irvine,157,3,2,1785,978000,luxury
4803,15 Pomegranate Street,Ladera Ranch,177,4,2,2481,1000000,luxury
4804,11428 Madeira Street,Cypress,96,3,2,2190,899000,luxury
4805,9851 Cowan Heights Drive,Santa Ana,331,4,3,3168,1000000,luxury
4806,24 Calico Court,Trabuco Canyon,377,5,3,2600,995000,luxury
4807,957 Verona Drive,Fullerton,123,3,3,2020,929000,luxury
4808,15431 Verdun Circle,Irvine,157,4,2,2193,939900,luxury
4809,15502 Sunburst Lane,Huntington Beach,148,4,3,2938,975000,luxury
4810,8596 Boatbill Circle,Fountain Valley,121,4,2,2347,998800,luxury
4811,29761 Running Deer Lane,Laguna Niguel,180,4,3,2405,900000,luxury
4812,33102 Palo Alto Street,Dana Point,97,3,2,1915,912062,luxury
4813,163 Firefly,Irvine,157,4,3,2190,898000,luxury
4814,24491 Los Serranos Drive,Laguna Niguel,180,3,2,1395,899500,luxury
4815,24371 Los Serranos Drive,Laguna Niguel,180,4,2,1814,919500,luxury
4816,33 Torosa,Lake Forest,186,4,3,2121,899999,luxury
4817,14882 Wildcat Canyon Road,Silverado,348,3,3,3159,999000,luxury
4818,904 Camino Ibiza,San Clemente,319,3,2,2060,995000,luxury
4819,2551 N Falconer Way,Orange,259,4,2,2557,979040,luxury
4820,6014 E Yorktown Circle,Orange,259,4,3,2587,925000,luxury
4821,360 Radcliffe Court,Laguna Beach,178,1,1,476,945500,luxury
4822,29511 Via Alto Cerro,Laguna Niguel,180,4,2,1970,999000,luxury
4823,16320 Jody Circle,Westminster,402,4,3,2204,974900,luxury
4824,5580 Running Spring,Yorba Linda,412,4,3,2518,895000,luxury
4825,6249 E Breton Circle,Orange,259,4,2,2584,895000,luxury
4826,1207 Via Visalia,San Clemente,319,4,3,2764,949000,luxury
4827,23832 Hillhurst Drive,Laguna Niguel,180,5,4,4166,1000000,luxury
4828,281 Mesa Drive,Costa Mesa,89,4,3,2108,968000,luxury
4829,5375 Via Cartagena,Yorba Linda,412,4,3,2477,998000,luxury
4830,25262 Brigantine Drive,Dana Point,97,3,2,1830,975000,luxury
4831,11522 Martha Ann Drive,Rossmoor,314,3,2,1610,979000,luxury
4832,50 Miners Trails,Irvine,157,3,2,1696,949000,luxury
4833,25 Amistad,Irvine,157,3,2,2864,995000,luxury
4834,342 Gulf Stream Way,Costa Mesa,89,4,2,2210,929000,luxury
4835,2994 Lumiere Drive,Costa Mesa,89,4,3,2169,912490,luxury
4836,2907 Sunnywood Drive,Fullerton,123,3,2,1754,929000,luxury
4837,15482 Cottonwood Circle,Huntington Beach,148,4,2,2181,899900,luxury
4838,13362 Winthrope Street,North Tustin,246,4,2,2162,959900,luxury
4839,405 Aura Drive,Costa Mesa,89,3,2,2143,895000,luxury
4840,4720 Avenida De Los Suenos,Yorba Linda,412,4,2,1961,965900,luxury
4841,32 Bridge Trail,Irvine,157,4,3,2189,918000,luxury
4842,5 Alza Street,Ladera Ranch,177,4,3,2507,954900,luxury
4843,2467 Orange Avenue,Costa Mesa,89,3,2,2000,999998,luxury
4844,27742 Paseo Esteban,San Juan Capistrano,325,4,2,2978,900000,luxury
4845,9954 Dandelion Avenue,Fountain Valley,121,4,2,2003,925000,luxury
4846,36 Jarano Street,Ladera Ranch,177,5,4,2917,906990,luxury
4847,24892 Woodside Lane,Lake Forest,186,4,3,2116,895900,luxury
4848,12 Pleasanton Lane,Ladera Ranch,177,4,3,2554,975000,luxury
4849,25492 Westborne Drive,Dana Point,97,5,3,2202,949000,luxury
4850,875 Reposado Drive,La Habra Heights,168,3,2,2911,960000,luxury
4851,1500 Joseph Court,La Habra,169,7,4,3426,949000,luxury
4852,5340 Granby Drive,Yorba Linda,412,3,2,1793,950000,luxury
4853,2578 Threewoods Lane,Fullerton,123,4,2,2178,899900,luxury
4854,8 Santa Sophia,Rancho Santa Margarita,303,5,3,3275,934000,luxury
4855,20190 Chabot Drive,Yorba Linda,412,3,3,2471,949900,luxury
4856,22 Deerwood,Irvine,157,3,2,1906,919250,luxury
4857,3083 Muir Trail Drive,Fullerton,123,5,3,2364,945000,luxury
4858,12452 Baja Panorama,North Tustin,246,5,2,3600,895000,luxury
4859,130 Newall,Irvine,157,4,3,2079,990000,luxury
4860,5811 E Crater Lake Avenue,Orange,259,4,2,2331,899999,luxury
4861,4 Fresa Ct,Ladera Ranch,177,3,2,2462,899990,luxury
4862,1257 Fairywood Lane,Laguna Beach,178,2,1,800,980000,luxury
4863,6371 E Via Arboles,Anaheim Hills,11,3,2,2349,920000,luxury
4864,207 Dartmouth Way,Placentia,288,6,3,2950,910000,luxury
4865,1006 Underhill Drive,Placentia,288,4,4,2934,998000,luxury
4866,63 Splendor,Irvine,157,4,3,2010,925000,luxury
4867,1027 N Kraemer Boulevard,Placentia,288,2,2,1584,980000,luxury
4868,6361 Myrtle Drive,Huntington Beach,148,4,2,2405,929900,luxury
4869,97 Barnes Road,Tustin,379,4,3,2222,915000,luxury
4870,1880 N Nordic Place,Orange,259,6,4,3902,949900,luxury
4871,137 Spectacle,Irvine,157,4,3,2430,933800,luxury
4872,24311 De Leon Drive,Dana Point,97,4,2,1932,979000,luxury
4873,9859 Peacock Circle,Fountain Valley,121,4,2,1727,925000,luxury
4874,118 The Masters Circle,Costa Mesa,89,3,3,2171,897000,luxury
4875,110 S Avenida Felipe,Anaheim Hills,11,5,2,2843,969000,luxury
4876,4412 Avocado Avenue,Yorba Linda,412,3,2,2436,938000,luxury
4877,52 Lewis,Irvine,157,4,2,2078,968000,luxury
4878,23011 Bouquet Canyon,Mission Viejo,218,4,3,2836,928000,luxury
4879,18051 Oak Ridge Drive,Santa Ana,331,3,2,2336,999000,luxury
4880,6 Amoret Drive,Irvine,157,4,2,2027,949990,luxury
4881,13262 ETON Place,North Tustin,246,3,2,2222,990000,luxury
4882,25142 Paseo Equestre,Lake Forest,186,4,3,3249,919000,luxury
4883,28339 Via Del Mar,San Juan Capistrano,325,4,3,2418,939900,luxury
4884,31961 Via Pavo Real,Coto de Caza,90,4,3,2731,939900,luxury
4885,2233 Calle Opalo,San Clemente,319,4,2,2591,999900,luxury
4886,810 Megan Court,Costa Mesa,89,4,2,2300,949000,luxury
4887,1091 Tulare Drive,Costa Mesa,89,4,2,2397,925000,luxury
4888,3091 Promenade,Costa Mesa,89,4,3,2517,979000,luxury
4889,14 Naciente Street,Ladera Ranch,177,4,3,2368,939000,luxury
4890,13971 Deodar Street,Santa Ana,331,3,2,3045,899000,luxury
4891,12432 Baja Panorama,North Tustin,246,4,2,3168,999000,luxury
4892,2880 East South Street,Anaheim,12,4,3,2445,899900,luxury
4893,9521 Arlene Avenue,Garden Grove,124,4,2,2162,899000,luxury
4894,29142 Dean Street,Laguna Niguel,180,4,3,2711,980000,luxury
4895,46 Cantar Street,Ladera Ranch,177,2,2,1824,998000,luxury
4896,2722 Ashwood Circle,Fullerton,123,4,3,2996,955000,luxury
4897,2291 Canonita Drive,La Habra Heights,168,3,2,1678,899000,luxury
4898,14391 Mimosa Lane,Tustin,379,4,2,2500,999000,luxury
4899,114 Summit Pointe,Lake Forest,186,4,3,2516,925000,luxury
4900,1937 Aliso Canyon Drive,Lake Forest,186,5,4,2612,995092,luxury
4901,2801 Hazel Place,Costa Mesa,89,4,2,2135,899999,luxury
4902,13822 SOLITAIRE Way,Irvine,157,4,2,2450,998500,luxury
4903,19652 Elmridge Lane,Huntington Beach,148,3,2,2231,975000,luxury
4904,84 Pienza,Laguna Niguel,180,3,3,1917,985000,luxury
4905,7192 Moore Lane,Stanton,358,4,3,2659,949888,luxury
4906,33882 Bridgehampton Drive,Dana Point,97,3,3,2122,949000,luxury
4907,8 Carlton,Irvine,157,4,2,2470,968888,luxury
4908,8372 E Scarborough Court,Orange,259,3,3,2882,993000,luxury
4909,808 beacon,Irvine,157,3,2,1940,938000,luxury
4910,3692 Carmel Avenue,Irvine,157,5,3,1929,899000,luxury
4911,20 Reina,Dana Point,97,3,3,1789,995000,luxury
4912,48 Via Sonrisa,San Clemente,319,5,3,2908,949000,luxury
4913,1304 Birchcrest Avenue,Brea,49,5,3,2928,958888,luxury
4914,22852 Arbella Road,Laguna Niguel,180,3,2,1687,897500,luxury
4915,8962 Henton Drive,Huntington Beach,148,4,2,1698,975000,luxury
4916,17002 Olive Grove Lane,Modjeska Canyon,219,5,3,2374,995000,luxury
4917,29362 Via Acaso Drive,Laguna Niguel,180,3,2,1988,950000,luxury
4918,16362 Gentry Lane,Huntington Beach,148,3,2,2190,955000,luxury
4919,431 Valley Crossing Road,Brea,49,4,2,3061,950000,luxury
4920,25661 Ashby Way,Lake Forest,186,5,3,2711,979500,luxury
4921,31802 Via Del Viento,Rancho Santa Margarita,303,4,3,2583,919000,luxury
4922,5 Rolling Hills,Coto de Caza,90,4,3,3295,999000,luxury
4923,81375 Golf View Drive,La Quinta,175,4,4,4132,1265000,luxury
4924,36190 Summit Circle,Temecula,368,4,4,3879,1249000,luxury
4925,49155 Avenida Fernando,La Quinta,175,4,4,4722,1125000,luxury
4926,1422 Tamarisk West Street,Rancho Mirage,300,4,4,3708,998500,luxury
4927,209 Kiva Drive Drive,Palm Desert,265,3,3,2486,1450000,luxury
4928,81115 Legends Way,La Quinta,175,3,3,3698,1200000,luxury
4929,45700 Appian Way,Indian Wells,153,3,3,3176,1495000,luxury
4930,29414 Via Norte,Temecula,368,6,3,3500,998000,luxury
4931,1127 Mesquite Avenue,Palm Springs,266,4,3,3427,1149000,luxury
4932,80460 Hermitage,La Quinta,175,4,3,3400,995000,luxury
4933,75065 Promontory Place,Indian Wells,153,3,3,3657,1050000,luxury
4934,22355 Tumbleweed,Canyon Lake,64,4,3,3614,1200000,luxury
4935,28920 Hwy 79,Winchester,407,2,2,1440,1295000,luxury
4936,41790 Rancho Manana Lane,Rancho Mirage,300,5,5,4000,1499000,luxury
4937,81695 Andalusia,La Quinta,175,3,3,3551,1330000,luxury
4938,20900 Avenida De Arboles,Murrieta,233,4,4,5107,1000000,luxury
4939,43481 Old Harbour Drive,Bermuda Dunes,34,4,3,5079,1299999,luxury
4940,49731 San Vicente,La Quinta,175,4,4,4500,1300000,luxury
4941,73060 JOSHUA TREE Street,Palm Desert,265,4,3,5062,1400000,luxury
4942,1490 Sonora Court,Palm Springs,266,4,3,2910,1500000,luxury
4943,2739 Bonita Circle,Palm Springs,266,3,3,2119,997000,luxury
4944,1333 Verdugo Road,Palm Springs,266,4,3,3377,1349000,luxury
4945,1350 E Mesquite Avenue,Palm Springs,266,3,3,2029,1184000,luxury
4946,46 Via Noela,Rancho Mirage,300,3,3,2995,995000,luxury
4947,22431 Montes Court,Murrieta,233,4,3,4291,1159000,luxury
4948,30213 Del Rey Road,Temecula,368,5,3,4461,1049000,luxury
4949,49460 Avenida Obregon,La Quinta,175,2,3,1674,1005000,luxury
4950,48250 Paso Tiempo Lane,La Quinta,175,3,3,2940,1049900,luxury
4951,77240 Avenida Arteaga,La Quinta,175,4,5,5424,1495000,luxury
